id,carrier,player,approver,amountOfCarries,carryDifficulty,carryType,attachmentLink,time
207,726660898793717800,729031219748274227,884589309037011015,30,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068014113176952862/transcript-t4-eman-29-frostiimt.html,2023-01-26 04:19:40
208,726660898793717800,476183534503985152,,3,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068043141908811776/transcript-t4-eman-28-bigsticky__.html,2023-01-26 06:41:53
209,726716297114550273,795158441663922176,,2,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068046502716506223/transcript-t4-eman-23-dark_general40.html,2023-01-26 06:55:21
210,884589309037011015,717191757456212089,884589309037011015,200,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068072271131979786/transcript-closed-t3-eman-29-cantfixmywifi.html,2023-01-26 06:57:35
211,884589309037011015,356134481452597250,,-201,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068082109228515358/transcript-closed-t3-eman-39-taubsie.html,2023-01-26 09:15:43
212,726716297114550273,795158441663922176,,3,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068112300172652624/transcript-t4-eman-23-dark_general40.html,2023-01-26 11:16:43
213,574048571364605992,574048571364605992,,2,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1068123352117547098/transcript-closed-t3-eman-zero1.html,2023-01-26 12:00:17
214,871746718981570600,304079530698604556,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1068139568076947487/transcript-closed-f7-24-scheetposter.html,2023-01-26 13:02:47
215,834371688963506217,865272101634965535,356134481452597250,6,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068181479689035836/transcript-t4-eman-28-cyapro7901.html,2023-01-26 15:51:39
216,726660898793717800,570674486873948171,356134481452597250,12,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068216025297985636/transcript-closed-t3-eman-17-runiru.html,2023-01-26 07:44:37
217,726660898793717800,323189790360993793,356134481452597250,7,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068222053402026124/transcript-closed-t3-eman-24-chriiisss1.html,2023-01-26 18:31:13
218,726660898793717800,570674486873948171,356134481452597250,12,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068216025297985636/transcript-closed-t3-eman-17-runiru.html,2023-01-26 18:08:41
219,1025423349100318720,610129673673900044,,1,F7,S,a,2023-01-26 05:27:35
220,726660898793717800,476183534503985152,,1,EMAN,Tier 3,a,2023-01-26 05:34:55
221,1025423349100318720,378388342779281409,,2,F6,S+,a,2023-01-26 05:52:08
222,1025423349100318720,725167210099638313,,2,F6,S+,a,2023-01-26 05:51:59
223,834371688963506217,719000269748437054,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068230903232475196/transcript-t4-eman-24-thehaystack92.html,2023-01-26 19:08:08
224,256122701884817419,691574342944817202,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1068233006000652318/transcript-closed-f7-24-luftzauberer.html,2023-01-26 19:16:22
225,356134481452597250,884589309037011015,,-11,MASTER_MODE,Floor 3,a,2023-01-26 20:30:00
226,726660898793717800,540996041655189539,884589309037011015,11,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068260018018856960/transcript-closed-t3-eman-23-0invictus0.html,2023-01-26 20:57:57
227,256122701884817419,238310079856640000,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1068265596384448572/transcript-closed-f7-37-nayzaga.html,2023-01-26 21:25:50
228,726716297114550273,733397898292625591,,2,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068306382056595476/transcript-t4-eman-26-desert_dust.html,2023-01-27 00:07:56
229,726716297114550273,733397898292625591,,3,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068327344193933363/transcript-t4-eman-26-desert_dust.html,2023-01-27 01:31:14
230,576899415185424424,717191757456212089,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068390597775327272/transcript-t4-eman-29-cantfixmywifi.html,2023-01-27 05:36:22
231,576899415185424424,717191757456212089,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1068390597775327272/transcript-t4-eman-29-cantfixmywifi.html,2023-01-27 05:36:47
232,726716297114550273,559137890467053608,574048571364605992,29,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068343982058385438/transcript-t4-eman-28-ajdam__.html,2023-01-27 02:36:01
233,910101008833720370,885339366942208041,,1,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1068445942845546546/transcript-closed-f5-20-dante6792.html,2023-01-27 09:22:21
234,501055704812093470,685019213848510464,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1068470269083123783/transcript-closed-t3-eman-10-jjiselite.html,2023-01-27 09:42:57
235,501055704812093470,674515872978698262,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1068470286086844436/transcript-closed-t3-eman-5-e_sinhk.html,2023-01-27 10:30:52
236,320298518130458624,485623087744811008,356134481452597250,5,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1068511227589955634/transcript-closed-f6-18-suitcasemonkeysr.html,2023-01-27 13:41:50
237,834371688963506217,982712676272701491,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068534488264626246/transcript-t4-eman-31-bcunney.html,2023-01-27 15:14:25
238,834371688963506217,790613035823661086,,3,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068555394881957908/transcript-t4-eman-15-ace_i9.html,2023-01-27 16:37:14
239,834371688963506217,707910093555105814,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1068555935955550218/transcript-closed-t3-eman-22-aapjeru.html,2023-01-27 16:39:37
240,570411065784139814,651875911217446950,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1068556489754693742/transcript-closed-f7-24-chris3773.html,2023-01-27 01:53:18
241,834371688963506217,323189790360993793,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1068557468348727507/transcript-closed-t3-eman-24-chriiisss1.html,2023-01-27 16:45:23
242,834371688963506217,516308173657866241,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1068557874449633340/transcript-closed-t3-eman-21-bezel1_.html,2023-01-27 16:47:16
243,570267487393021969,865994701886062592,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1068561558545907803/transcript-closed-f7-23-coom_bruh.html,2023-01-27 17:01:40
244,310194745466945566,685019213848510464,,2,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068566282049437789/transcript-t4-eman-10-jjiselite.html,2023-01-27 17:20:34
245,834371688963506217,707910093555105814,356134481452597250,7,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068571857680351242/transcript-t4-eman-22-aapjeru.html,2023-01-27 17:37:19
246,834371688963506217,457104472158502913,356134481452597250,11,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068571805083770890/transcript-t4-eman-15-packeracke.html,2023-01-27 17:42:41
247,717380188417032215,850435987410386984,,4,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1068622847330746398/transcript-claimed-f5-4382.html,2023-01-27 21:05:20
248,1025423349100318720,943976882184020009,,1,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1068634642099478599/transcript-closed-f5-11-mist__dragon.html,2023-01-27 21:52:16
249,1025423349100318720,800732020778205224,,3,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1068692164244160622/transcript-closed-f6-22-dylan25262728.html,2023-01-28 01:40:12
250,726716297114550273,730859976909914252,884589309037011015,15,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1068696442732028005/transcript-t4-eman-29-wogfed.html,2023-01-27 23:53:16
251,910101008833720370,250999730128158720,,1,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1068714565002612786/transcript-closed-f5-14-_nagato_pain_.html,2023-01-28 03:09:41
